Item Name,KOSPI,BondVol,Call1D,Market2yr,GDP,STKturnover,Real_ind,Money,STKvol
2000-12-29,504.62,931070,5.32,6.87,576872.8,37.7,52.07,18106.7,7349293
2000-12-30,504.62,931070,6.01,6.87,576872.8,37.7,52.07,18106.7,7349293
2000-12-31,504.62,760313,6.01,6.87,635200,26.6,51.74,19005.1,5199282
2001-01-01,504.62,760313,6.01,6.87,635200,26.6,51.74,19005.1,5199282
2001-01-02,520.95,760313,5.26,6.8,635200,26.6,51.74,19005.1,5199282
2001-01-03,521.43,760313,5.26,6.74,635200,26.6,51.74,19005.1,5199282
2001-01-04,558.02,760313,5.28,6.47,635200,26.6,51.74,19005.1,5199282
2001-01-05,580.85,760313,5.32,6.25,635200,26.6,51.74,19005.1,5199282
2001-01-06,580.85,760313,5.17,6.25,635200,26.6,51.74,19005.1,5199282
2001-01-07,580.85,760313,5.17,6.25,635200,26.6,51.74,19005.1,5199282
2001-01-08,586.65,760313,5.3,6.16,635200,26.6,51.74,19005.1,5199282
2001-01-09,589.92,760313,5.28,6.19,635200,26.6,51.74,19005.1,5199282
2001-01-10,560.81,760313,5.31,6.19,635200,26.6,51.74,19005.1,5199282
2001-01-11,561.79,760313,5.3,6.06,635200,26.6,51.74,19005.1,5199282
2001-01-12,587.87,760313,5.14,6.11,635200,26.6,51.74,19005.1,5199282
2001-01-13,587.87,760313,5.21,6.11,635200,26.6,51.74,19005.1,5199282
2001-01-14,587.87,760313,5.21,6.11,635200,26.6,51.74,19005.1,5199282
2001-01-15,599,760313,5.28,6.07,635200,26.6,51.74,19005.1,5199282
2001-01-16,603.42,760313,5.29,5.99,635200,26.6,51.74,19005.1,5199282
2001-01-17,595.83,760313,5.3,5.97,635200,26.6,51.74,19005.1,5199282
2001-01-18,604.05,760313,5.33,5.95,635200,26.6,51.74,19005.1,5199282
2001-01-19,619.78,760313,5.64,5.95,635200,26.6,51.74,19005.1,5199282
2001-01-20,619.78,760313,5.2,5.95,635200,26.6,51.74,19005.1,5199282
2001-01-21,619.78,760313,5.2,5.95,635200,26.6,51.74,19005.1,5199282
2001-01-22,627.45,760313,5.09,5.95,635200,26.6,51.74,19005.1,5199282
2001-01-23,627.45,760313,5.09,5.95,635200,26.6,51.74,19005.1,5199282
2001-01-24,627.45,760313,5.09,5.95,635200,26.6,51.74,19005.1,5199282
2001-01-25,627.45,760313,5.09,5.95,635200,26.6,51.74,19005.1,5199282
2001-01-26,591.73,760313,5.36,5.97,635200,26.6,51.74,19005.1,5199282
2001-01-27,591.73,760313,5.12,5.97,635200,26.6,51.74,19005.1,5199282
2001-01-28,591.73,760313,5.12,5.97,635200,26.6,51.74,19005.1,5199282
2001-01-29,596.54,760313,5.29,5.95,635200,26.6,51.74,19005.1,5199282
2001-01-30,591.34,760313,5.28,5.93,635200,26.6,51.74,19005.1,5199282
2001-01-31,617.91,589847,5.27,5.85,635200,49.05,51.69,21126.8,9507760
2001-02-01,612.3,589847,5.29,5.8,635200,49.05,51.69,21126.8,9507760
2001-02-02,608.48,589847,5.18,5.68,635200,49.05,51.69,21126.8,9507760
2001-02-03,608.48,589847,5.21,5.68,635200,49.05,51.69,21126.8,9507760
2001-02-04,608.48,589847,5.21,5.68,635200,49.05,51.69,21126.8,9507760
2001-02-05,579.16,589847,5.3,5.62,635200,49.05,51.69,21126.8,9507760
2001-02-06,586.58,589847,5.27,5.51,635200,49.05,51.69,21126.8,9507760
2001-02-07,576.19,589847,5.31,5.43,635200,49.05,51.69,21126.8,9507760
2001-02-08,591.57,589847,5.07,5.49,635200,49.05,51.69,21126.8,9507760
2001-02-09,595.47,589847,4.96,5.43,635200,49.05,51.69,21126.8,9507760
2001-02-10,595.47,589847,5.03,5.43,635200,49.05,51.69,21126.8,9507760
2001-02-11,595.47,589847,5.03,5.43,635200,49.05,51.69,21126.8,9507760
2001-02-12,599.2,589847,5.07,5.19,635200,49.05,51.69,21126.8,9507760
2001-02-13,598.78,589847,5.05,5.2,635200,49.05,51.69,21126.8,9507760
2001-02-14,603.83,589847,5.06,5.26,635200,49.05,51.69,21126.8,9507760
2001-02-15,603.63,589847,5.06,5.24,635200,49.05,51.69,21126.8,9507760
2001-02-16,604.92,589847,4.94,5.41,635200,49.05,51.69,21126.8,9507760
2001-02-17,604.92,589847,5.05,5.41,635200,49.05,51.69,21126.8,9507760
2001-02-18,604.92,589847,5.05,5.41,635200,49.05,51.69,21126.8,9507760
2001-02-19,596.67,589847,5.06,5.45,635200,49.05,51.69,21126.8,9507760
2001-02-20,608.74,589847,5.07,5.46,635200,49.05,51.69,21126.8,9507760
2001-02-21,594.53,589847,4.94,5.94,635200,49.05,51.69,21126.8,9507760
2001-02-22,583.41,589847,4.97,6.06,635200,49.05,51.69,21126.8,9507760
2001-02-23,583.52,589847,4.87,6.34,635200,49.05,51.69,21126.8,9507760
2001-02-24,583.52,589847,5.07,6.34,635200,49.05,51.69,21126.8,9507760
2001-02-25,583.52,589847,5.07,6.34,635200,49.05,51.69,21126.8,9507760
2001-02-26,585.32,589847,5.08,5.98,635200,49.05,51.69,21126.8,9507760
2001-02-27,577.57,589847,5.06,5.87,635200,49.05,51.69,21126.8,9507760
2001-02-28,578.1,283923,5.05,5.7,635200,38.64,51.85,19361.2,7515527
2001-03-01,578.1,283923,5.05,5.7,635200,38.64,51.85,19361.2,7515527
2001-03-02,559.44,283923,5.02,5.75,635200,38.64,51.85,19361.2,7515527
2001-03-03,559.44,283923,4.93,5.75,635200,38.64,51.85,19361.2,7515527
2001-03-04,559.44,283923,4.93,5.75,635200,38.64,51.85,19361.2,7515527
2001-03-05,565.38,283923,5.06,5.78,635200,38.64,51.85,19361.2,7515527
2001-03-06,568.15,283923,4.98,5.93,635200,38.64,51.85,19361.2,7515527
2001-03-07,568.64,283923,4.89,6.04,635200,38.64,51.85,19361.2,7515527
2001-03-08,579.28,283923,5.03,6.22,635200,38.64,51.85,19361.2,7515527
2001-03-09,565.76,283923,4.92,6.01,635200,38.64,51.85,19361.2,7515527
2001-03-10,565.76,283923,5.07,6.01,635200,38.64,51.85,19361.2,7515527
2001-03-11,565.76,283923,5.07,6.01,635200,38.64,51.85,19361.2,7515527
2001-03-12,545.05,283923,5.01,6.11,635200,38.64,51.85,19361.2,7515527
2001-03-13,527.97,283923,4.99,6.09,635200,38.64,51.85,19361.2,7515527
2001-03-14,543.28,283923,4.99,5.8,635200,38.64,51.85,19361.2,7515527
2001-03-15,541.83,283923,4.99,5.69,635200,38.64,51.85,19361.2,7515527
2001-03-16,538.67,283923,4.97,5.77,635200,38.64,51.85,19361.2,7515527
2001-03-17,538.67,283923,4.96,5.75,635200,38.64,51.85,19361.2,7515527
2001-03-18,538.67,283923,4.96,5.75,635200,38.64,51.85,19361.2,7515527
2001-03-19,534.33,283923,4.99,5.81,635200,38.64,51.85,19361.2,7515527
2001-03-20,531.59,283923,5,5.82,635200,38.64,51.85,19361.2,7515527
2001-03-21,532.59,283923,5.02,5.97,635200,38.64,51.85,19361.2,7515527
2001-03-22,527.05,283923,5.02,6.07,635200,38.64,51.85,19361.2,7515527
2001-03-23,537.97,283923,4.97,5.97,635200,38.64,51.85,19361.2,7515527
2001-03-24,537.97,283923,4.95,5.97,635200,38.64,51.85,19361.2,7515527
2001-03-25,537.97,283923,4.95,5.97,635200,38.64,51.85,19361.2,7515527
2001-03-26,545.98,283923,5.02,5.87,635200,38.64,51.85,19361.2,7515527
2001-03-27,532.9,283923,5,5.86,635200,38.64,51.85,19361.2,7515527
2001-03-28,528.79,283923,4.97,5.99,635200,38.64,51.85,19361.2,7515527
2001-03-29,523.8,283923,4.97,6.16,635200,38.64,51.85,19361.2,7515527
2001-03-30,523.22,283923,4.92,6.35,635200,38.64,51.85,19361.2,7515527
2001-03-31,523.22,333733,4.94,6.35,635200,40.37,52.18,18937.8,7841637
2001-04-01,523.22,333733,4.94,6.35,635200,40.37,52.18,18937.8,7841637
2001-04-02,515.2,333733,4.99,6.62,635200,40.37,52.18,18937.8,7841637
2001-04-03,503.26,333733,5,6.51,635200,40.37,52.18,18937.8,7841637
2001-04-04,493.69,333733,5,6.69,635200,40.37,52.18,18937.8,7841637
2001-04-05,493.69,333733,5,6.69,635200,40.37,52.18,18937.8,7841637
2001-04-06,506.22,333733,4.9,6.64,635200,40.37,52.18,18937.8,7841637
2001-04-07,506.22,333733,4.7,6.64,635200,40.37,52.18,18937.8,7841637
2001-04-08,506.22,333733,4.7,6.64,635200,40.37,52.18,18937.8,7841637
2001-04-09,497.46,333733,5,6.58,635200,40.37,52.18,18937.8,7841637
2001-04-10,491.21,333733,5.01,6.49,635200,40.37,52.18,18937.8,7841637
2001-04-11,507.53,333733,5.02,6.46,635200,40.37,52.18,18937.8,7841637
2001-04-12,514.21,333733,5.01,6.47,635200,40.37,52.18,18937.8,7841637
2001-04-13,516.1,333733,4.85,6.47,635200,40.37,52.18,18937.8,7841637
2001-04-14,516.1,333733,4.91,6.47,635200,40.37,52.18,18937.8,7841637
2001-04-15,516.1,333733,4.91,6.47,635200,40.37,52.18,18937.8,7841637
2001-04-16,508.35,333733,5.01,6.47,635200,40.37,52.18,18937.8,7841637
2001-04-17,513.97,333733,5.01,6.46,635200,40.37,52.18,18937.8,7841637
2001-04-18,540,333733,4.99,6.52,635200,40.37,52.18,18937.8,7841637
2001-04-19,563.31,333733,5,6.56,635200,40.37,52.18,18937.8,7841637
2001-04-20,556.29,333733,4.96,6.63,635200,40.37,52.18,18937.8,7841637
2001-04-21,556.29,333733,5.07,6.63,635200,40.37,52.18,18937.8,7841637
2001-04-22,556.29,333733,5.07,6.63,635200,40.37,52.18,18937.8,7841637
2001-04-23,560.94,333733,5.02,6.82,635200,40.37,52.18,18937.8,7841637
2001-04-24,555.64,333733,5,6.81,635200,40.37,52.18,18937.8,7841637
2001-04-25,566.34,333733,5.01,6.84,635200,40.37,52.18,18937.8,7841637
2001-04-26,561.62,333733,5.02,6.98,635200,40.37,52.18,18937.8,7841637
2001-04-27,556.63,333733,4.87,6.89,635200,40.37,52.18,18937.8,7841637
2001-04-28,556.63,333733,4.98,6.89,635200,40.37,52.18,18937.8,7841637
2001-04-29,556.63,333733,4.98,6.89,635200,40.37,52.18,18937.8,7841637
2001-04-30,577.36,778871,5.01,6.83,635200,36.51,52.51,18835.4,7084828
2001-05-01,577.36,778871,5.01,6.83,635200,36.51,52.51,18835.4,7084828
2001-05-02,583.7,778871,5.01,6.68,635200,36.51,52.51,18835.4,7084828
2001-05-03,584.4,778871,5,6.64,635200,36.51,52.51,18835.4,7084828
2001-05-04,585.6,778871,4.92,6.64,635200,36.51,52.51,18835.4,7084828
2001-05-05,585.6,778871,4.92,6.64,635200,36.51,52.51,18835.4,7084828
2001-05-06,585.6,778871,4.92,6.64,635200,36.51,52.51,18835.4,7084828
2001-05-07,596.5,778871,5,6.68,635200,36.51,52.51,18835.4,7084828
2001-05-08,590.91,778871,5,6.6,635200,36.51,52.51,18835.4,7084828
2001-05-09,578.84,778871,5,6.55,635200,36.51,52.51,18835.4,7084828
2001-05-10,581.38,778871,5.01,6.56,635200,36.51,52.51,18835.4,7084828
2001-05-11,583.06,778871,4.98,6.62,635200,36.51,52.51,18835.4,7084828
2001-05-12,583.06,778871,4.94,6.62,635200,36.51,52.51,18835.4,7084828
2001-05-13,583.06,778871,4.94,6.62,635200,36.51,52.51,18835.4,7084828
2001-05-14,584.08,778871,5,6.69,635200,36.51,52.51,18835.4,7084828
2001-05-15,581.3,778871,5,6.8,635200,36.51,52.51,18835.4,7084828
2001-05-16,572.4,778871,4.99,6.76,635200,36.51,52.51,18835.4,7084828
2001-05-17,596.39,778871,5,6.72,635200,36.51,52.51,18835.4,7084828
2001-05-18,600.54,778871,4.86,6.61,635200,36.51,52.51,18835.4,7084828
2001-05-19,600.54,778871,4.92,6.61,635200,36.51,52.51,18835.4,7084828
2001-05-20,600.54,778871,4.92,6.61,635200,36.51,52.51,18835.4,7084828
2001-05-21,618.96,778871,4.99,6.57,635200,36.51,52.51,18835.4,7084828
2001-05-22,617.99,778871,4.97,6.58,635200,36.51,52.51,18835.4,7084828
2001-05-23,622.6,778871,5,6.56,635200,36.51,52.51,18835.4,7084828
2001-05-24,622.28,778871,5.01,6.47,635200,36.51,52.51,18835.4,7084828
2001-05-25,624.11,778871,4.85,6.47,635200,36.51,52.51,18835.4,7084828
2001-05-26,624.11,778871,4.92,6.47,635200,36.51,52.51,18835.4,7084828
2001-05-27,624.11,778871,4.92,6.47,635200,36.51,52.51,18835.4,7084828
2001-05-28,618.47,778871,5,6.32,635200,36.51,52.51,18835.4,7084828
2001-05-29,632.05,778871,4.99,6.35,635200,36.51,52.51,18835.4,7084828
2001-05-30,628.42,778871,4.99,6.25,635200,36.51,52.51,18835.4,7084828
2001-05-31,612.16,608691,5,6.3,635200,61.7,52.9,19020.5,11805517
2001-06-01,607.07,608691,4.98,6.28,635200,61.7,52.9,19020.5,11805517
2001-06-02,607.07,608691,4.85,6.28,635200,61.7,52.9,19020.5,11805517
2001-06-03,607.07,608691,4.85,6.28,635200,61.7,52.9,19020.5,11805517
2001-06-04,610.91,608691,5,6.25,635200,61.7,52.9,19020.5,11805517
2001-06-05,597.66,608691,4.95,6.34,635200,61.7,52.9,19020.5,11805517
2001-06-06,597.66,608691,4.95,6.34,635200,61.7,52.9,19020.5,11805517
2001-06-07,601.14,608691,4.99,6.34,635200,61.7,52.9,19020.5,11805517
2001-06-08,621.78,608691,4.87,6.24,635200,61.7,52.9,19020.5,11805517
2001-06-09,621.78,608691,4.95,6.24,635200,61.7,52.9,19020.5,11805517
2001-06-10,621.78,608691,4.95,6.24,635200,61.7,52.9,19020.5,11805517
2001-06-11,608.23,608691,5.03,6.25,635200,61.7,52.9,19020.5,11805517
2001-06-12,607.15,608691,5.01,6.25,635200,61.7,52.9,19020.5,11805517
2001-06-13,614.05,608691,5.01,6.23,635200,61.7,52.9,19020.5,11805517
2001-06-14,613.75,608691,5.01,6.21,635200,61.7,52.9,19020.5,11805517
2001-06-15,618.96,608691,5,6.18,635200,61.7,52.9,19020.5,11805517
2001-06-16,618.96,608691,4.86,6.18,635200,61.7,52.9,19020.5,11805517
2001-06-17,618.96,608691,4.86,6.18,635200,61.7,52.9,19020.5,11805517
2001-06-18,608.78,608691,5.01,6.24,635200,61.7,52.9,19020.5,11805517
2001-06-19,608.91,608691,5,6.22,635200,61.7,52.9,19020.5,11805517
2001-06-20,595.72,608691,4.99,6.1,635200,61.7,52.9,19020.5,11805517
2001-06-21,595.53,608691,4.97,6.08,635200,61.7,52.9,19020.5,11805517
2001-06-22,599.08,608691,4.89,6.05,635200,61.7,52.9,19020.5,11805517
2001-06-23,599.08,608691,4.85,6.05,635200,61.7,52.9,19020.5,11805517
2001-06-24,599.08,608691,4.85,6.05,635200,61.7,52.9,19020.5,11805517
2001-06-25,598.02,608691,5,5.99,635200,61.7,52.9,19020.5,11805517
2001-06-26,588.71,608691,5,6.01,635200,61.7,52.9,19020.5,11805517
2001-06-27,584.76,608691,4.98,6,635200,61.7,52.9,19020.5,11805517
2001-06-28,583.27,608691,4.96,5.96,635200,61.7,52.9,19020.5,11805517
2001-06-29,595.13,608691,4.99,5.97,635200,61.7,52.9,19020.5,11805517
2001-06-30,595.13,362312,5.03,5.97,635200,38.74,53.34,18744,7277410
2001-07-01,595.13,362312,5.03,5.97,635200,38.74,53.34,18744,7277410
2001-07-02,596.74,362312,4.98,5.98,635200,38.74,53.34,18744,7277410
2001-07-03,594.31,362312,4.96,6.02,635200,38.74,53.34,18744,7277410
2001-07-04,597.25,362312,4.97,5.97,635200,38.74,53.34,18744,7277410
2001-07-05,593.61,362312,4.76,5.87,635200,38.74,53.34,18744,7277410
2001-07-06,578.54,362312,4.66,5.86,635200,38.74,53.34,18744,7277410
2001-07-07,578.54,362312,4.67,5.86,635200,38.74,53.34,18744,7277410
2001-07-08,578.54,362312,4.67,5.86,635200,38.74,53.34,18744,7277410
2001-07-09,560,362312,4.78,5.85,635200,38.74,53.34,18744,7277410
2001-07-10,558.6,362312,4.78,5.86,635200,38.74,53.34,18744,7277410
2001-07-11,553.65,362312,4.78,5.79,635200,38.74,53.34,18744,7277410
2001-07-12,559.95,362312,4.77,5.73,635200,38.74,53.34,18744,7277410
2001-07-13,548.49,362312,4.68,5.71,635200,38.74,53.34,18744,7277410
2001-07-14,548.49,362312,4.69,5.71,635200,38.74,53.34,18744,7277410
2001-07-15,548.49,362312,4.69,5.71,635200,38.74,53.34,18744,7277410
2001-07-16,548.93,362312,4.77,5.69,635200,38.74,53.34,18744,7277410
2001-07-17,548.93,362312,4.77,5.69,635200,38.74,53.34,18744,7277410
2001-07-18,540.53,362312,4.76,5.59,635200,38.74,53.34,18744,7277410
2001-07-19,545.74,362312,4.77,5.52,635200,38.74,53.34,18744,7277410
2001-07-20,537.71,362312,4.76,5.54,635200,38.74,53.34,18744,7277410
2001-07-21,537.71,362312,4.69,5.54,635200,38.74,53.34,18744,7277410
2001-07-22,537.71,362312,4.69,5.54,635200,38.74,53.34,18744,7277410
2001-07-23,524.21,362312,4.79,5.56,635200,38.74,53.34,18744,7277410
2001-07-24,526.62,362312,4.77,5.57,635200,38.74,53.34,18744,7277410
2001-07-25,526.08,362312,4.77,5.56,635200,38.74,53.34,18744,7277410
2001-07-26,529.22,362312,4.79,5.55,635200,38.74,53.34,18744,7277410
2001-07-27,541.13,362312,4.74,5.57,635200,38.74,53.34,18744,7277410
2001-07-28,541.13,362312,4.69,5.57,635200,38.74,53.34,18744,7277410
2001-07-29,541.13,362312,4.69,5.57,635200,38.74,53.34,18744,7277410
2001-07-30,533.53,362312,4.75,5.59,635200,38.74,53.34,18744,7277410
2001-07-31,541.55,1311834,4.76,5.57,635200,29.06,54,18897.2,5648159
2001-08-01,562.79,1311834,4.77,5.49,635200,29.06,54,18897.2,5648159
2001-08-02,567.46,1311834,4.76,5.47,635200,29.06,54,18897.2,5648159
2001-08-03,568.69,1311834,4.7,5.43,635200,29.06,54,18897.2,5648159
2001-08-04,568.69,1311834,4.77,5.43,635200,29.06,54,18897.2,5648159
2001-08-05,568.69,1311834,4.77,5.43,635200,29.06,54,18897.2,5648159
2001-08-06,569.37,1311834,4.83,5.44,635200,29.06,54,18897.2,5648159
2001-08-07,567.5,1311834,4.73,5.43,635200,29.06,54,18897.2,5648159
2001-08-08,565.94,1311834,4.75,5.4,635200,29.06,54,18897.2,5648159
2001-08-09,549.67,1311834,4.52,5.2,635200,29.06,54,18897.2,5648159
2001-08-10,555.34,1311834,4.55,5.07,635200,29.06,54,18897.2,5648159
2001-08-11,555.34,1311834,4.58,5.07,635200,29.06,54,18897.2,5648159
2001-08-12,555.34,1311834,4.58,5.07,635200,29.06,54,18897.2,5648159
2001-08-13,562,1311834,4.51,5.01,635200,29.06,54,18897.2,5648159
2001-08-14,577.15,1311834,4.5,5.09,635200,29.06,54,18897.2,5648159
2001-08-15,577.15,1311834,4.5,5.09,635200,29.06,54,18897.2,5648159
2001-08-16,580.95,1311834,4.51,5.19,635200,29.06,54,18897.2,5648159
2001-08-17,580.99,1311834,4.49,5.1,635200,29.06,54,18897.2,5648159
2001-08-18,580.99,1311834,4.45,5.1,635200,29.06,54,18897.2,5648159
2001-08-19,580.99,1311834,4.45,5.1,635200,29.06,54,18897.2,5648159
2001-08-20,567.09,1311834,4.53,5.04,635200,29.06,54,18897.2,5648159
2001-08-21,568.68,1311834,4.44,5.05,635200,29.06,54,18897.2,5648159
2001-08-22,574.87,1311834,4.51,5.04,635200,29.06,54,18897.2,5648159
2001-08-23,570.07,1311834,4.52,5.12,635200,29.06,54,18897.2,5648159
2001-08-24,569.31,1311834,4.41,5.13,635200,29.06,54,18897.2,5648159
2001-08-25,569.31,1311834,4.56,5.13,635200,29.06,54,18897.2,5648159
2001-08-26,569.31,1311834,4.56,5.13,635200,29.06,54,18897.2,5648159
2001-08-27,578.74,1311834,4.53,5.22,635200,29.06,54,18897.2,5648159
2001-08-28,576.51,1311834,4.5,5.22,635200,29.06,54,18897.2,5648159
2001-08-29,565.63,1311834,4.51,5.14,635200,29.06,54,18897.2,5648159
2001-08-30,564.36,1311834,4.5,5.25,635200,29.06,54,18897.2,5648159
2001-08-31,545.11,2309971,4.42,5.28,635200,49.38,55.04,19168.2,9651658
2001-09-01,545.11,2309971,4.51,5.28,635200,49.38,55.04,19168.2,9651658
2001-09-02,545.11,2309971,4.51,5.28,635200,49.38,55.04,19168.2,9651658
2001-09-03,541.83,2309971,4.51,5.15,635200,49.38,55.04,19168.2,9651658
2001-09-04,558.79,2309971,4.51,5.1,635200,49.38,55.04,19168.2,9651658
2001-09-05,551.91,2309971,4.52,5.2,635200,49.38,55.04,19168.2,9651658
2001-09-06,552.59,2309971,4.43,5.22,635200,49.38,55.04,19168.2,9651658
2001-09-07,555.08,2309971,4.38,5.24,635200,49.38,55.04,19168.2,9651658
2001-09-08,555.08,2309971,4.47,5.24,635200,49.38,55.04,19168.2,9651658
2001-09-09,555.08,2309971,4.47,5.24,635200,49.38,55.04,19168.2,9651658
2001-09-10,550.73,2309971,4.51,5.25,635200,49.38,55.04,19168.2,9651658
2001-09-11,540.57,2309971,4.52,5.26,635200,49.38,55.04,19168.2,9651658
2001-09-12,475.6,2309971,4.5,5.16,635200,49.38,55.04,19168.2,9651658
2001-09-13,499.25,2309971,4.5,5.1,635200,49.38,55.04,19168.2,9651658
2001-09-14,482.29,2309971,4.37,5.04,635200,49.38,55.04,19168.2,9651658
2001-09-15,482.29,2309971,4.51,5.04,635200,49.38,55.04,19168.2,9651658
2001-09-16,482.29,2309971,4.51,5.04,635200,49.38,55.04,19168.2,9651658
2001-09-17,468.76,2309971,4.51,5.05,635200,49.38,55.04,19168.2,9651658
2001-09-18,484.93,2309971,4.5,4.97,635200,49.38,55.04,19168.2,9651658
2001-09-19,486.75,2309971,4,4.68,635200,49.38,55.04,19168.2,9651658
2001-09-20,480.27,2309971,4.01,4.66,635200,49.38,55.04,19168.2,9651658
2001-09-21,472.31,2309971,3.89,4.67,635200,49.38,55.04,19168.2,9651658
2001-09-22,472.31,2309971,3.87,4.67,635200,49.38,55.04,19168.2,9651658
2001-09-23,472.31,2309971,3.87,4.67,635200,49.38,55.04,19168.2,9651658
2001-09-24,482.19,2309971,4.01,4.62,635200,49.38,55.04,19168.2,9651658
2001-09-25,472.13,2309971,4.01,4.63,635200,49.38,55.04,19168.2,9651658
2001-09-26,472.85,2309971,4.01,4.61,635200,49.38,55.04,19168.2,9651658
2001-09-27,472.38,2309971,4,4.54,635200,49.38,55.04,19168.2,9651658
2001-09-28,479.68,2309971,3.9,4.43,635200,49.38,55.04,19168.2,9651658
2001-09-29,479.68,2309971,3.89,4.43,635200,49.38,55.04,19168.2,9651658
2001-09-30,479.68,5944925,3.89,4.43,635200,62.23,55.92,20058.2,12162081
2001-10-01,479.68,5944925,3.89,4.43,635200,62.23,55.92,20058.2,12162081
2001-10-02,479.68,5944925,3.89,4.43,635200,62.23,55.92,20058.2,12162081
2001-10-03,479.68,5944925,3.89,4.43,635200,62.23,55.92,20058.2,12162081
2001-10-04,500.64,5944925,4.01,4.31,635200,62.23,55.92,20058.2,12162081
2001-10-05,501.92,5944925,4.06,4.38,635200,62.23,55.92,20058.2,12162081
2001-10-06,501.92,5944925,3.87,4.38,635200,62.23,55.92,20058.2,12162081
2001-10-07,501.92,5944925,3.87,4.38,635200,62.23,55.92,20058.2,12162081
2001-10-08,496.13,5944925,3.99,4.39,635200,62.23,55.92,20058.2,12162081
2001-10-09,507.61,5944925,4,4.37,635200,62.23,55.92,20058.2,12162081
2001-10-10,503.46,5944925,4.01,4.53,635200,62.23,55.92,20058.2,12162081
2001-10-11,517.05,5944925,4.02,4.88,635200,62.23,55.92,20058.2,12162081
2001-10-12,516.4,5944925,4.03,4.84,635200,62.23,55.92,20058.2,12162081
2001-10-13,516.4,5944925,3.95,4.84,635200,62.23,55.92,20058.2,12162081
2001-10-14,516.4,5944925,3.95,4.84,635200,62.23,55.92,20058.2,12162081
2001-10-15,513.99,5944925,4.01,4.73,635200,62.23,55.92,20058.2,12162081
2001-10-16,521.91,5944925,3.99,4.75,635200,62.23,55.92,20058.2,12162081
2001-10-17,528.29,5944925,3.99,4.83,635200,62.23,55.92,20058.2,12162081
2001-10-18,524.21,5944925,3.99,4.85,635200,62.23,55.92,20058.2,12162081
2001-10-19,528.04,5944925,3.89,4.79,635200,62.23,55.92,20058.2,12162081
2001-10-20,528.04,5944925,3.99,4.79,635200,62.23,55.92,20058.2,12162081
2001-10-21,528.04,5944925,3.99,4.79,635200,62.23,55.92,20058.2,12162081
2001-10-22,528.7,5944925,4.04,4.72,635200,62.23,55.92,20058.2,12162081
2001-10-23,530.5,5944925,3.99,4.77,635200,62.23,55.92,20058.2,12162081
2001-10-24,541.49,5944925,4,4.86,635200,62.23,55.92,20058.2,12162081
2001-10-25,542.19,5944925,4.01,4.92,635200,62.23,55.92,20058.2,12162081
2001-10-26,543.41,5944925,4.02,4.93,635200,62.23,55.92,20058.2,12162081
2001-10-27,543.41,5944925,3.94,4.93,635200,62.23,55.92,20058.2,12162081
2001-10-28,543.41,5944925,3.94,4.93,635200,62.23,55.92,20058.2,12162081
2001-10-29,547.87,5944925,4,4.92,635200,62.23,55.92,20058.2,12162081
2001-10-30,533.87,5944925,4.02,4.95,635200,62.23,55.92,20058.2,12162081
2001-10-31,537.81,528466,4.01,4.92,635200,52.47,56.19,21570.4,10307000
2001-11-01,544.09,528466,4.01,4.87,635200,52.47,56.19,21570.4,10307000
2001-11-02,550.57,528466,3.92,4.86,635200,52.47,56.19,21570.4,10307000
2001-11-03,550.57,528466,4.06,4.86,635200,52.47,56.19,21570.4,10307000
2001-11-04,550.57,528466,4.06,4.86,635200,52.47,56.19,21570.4,10307000
2001-11-05,561.62,528466,4.03,4.88,635200,52.47,56.19,21570.4,10307000
2001-11-06,565.47,528466,3.91,4.85,635200,52.47,56.19,21570.4,10307000
2001-11-07,562.03,528466,4.01,4.83,635200,52.47,56.19,21570.4,10307000
2001-11-08,573.04,528466,4.01,4.82,635200,52.47,56.19,21570.4,10307000
2001-11-09,576.75,528466,3.93,4.84,635200,52.47,56.19,21570.4,10307000
2001-11-10,576.75,528466,3.92,4.84,635200,52.47,56.19,21570.4,10307000
2001-11-11,576.75,528466,3.92,4.84,635200,52.47,56.19,21570.4,10307000
2001-11-12,584.48,528466,4.02,4.86,635200,52.47,56.19,21570.4,10307000
2001-11-13,588.83,528466,4,4.86,635200,52.47,56.19,21570.4,10307000
2001-11-14,606.68,528466,4,5.1,635200,52.47,56.19,21570.4,10307000
2001-11-15,606.44,528466,4,5.4,635200,52.47,56.19,21570.4,10307000
2001-11-16,610.88,528466,3.95,5.46,635200,52.47,56.19,21570.4,10307000
2001-11-17,610.88,528466,3.98,5.46,635200,52.47,56.19,21570.4,10307000
2001-11-18,610.88,528466,3.98,5.46,635200,52.47,56.19,21570.4,10307000
2001-11-19,626.43,528466,4,5.47,635200,52.47,56.19,21570.4,10307000
2001-11-20,616.33,528466,4,5.41,635200,52.47,56.19,21570.4,10307000
2001-11-21,615.45,528466,3.94,5.58,635200,52.47,56.19,21570.4,10307000
2001-11-22,624.56,528466,4.04,5.82,635200,52.47,56.19,21570.4,10307000
2001-11-23,645.18,528466,4,5.79,635200,52.47,56.19,21570.4,10307000
2001-11-24,645.18,528466,4,5.79,635200,52.47,56.19,21570.4,10307000
2001-11-25,645.18,528466,4,5.79,635200,52.47,56.19,21570.4,10307000
2001-11-26,674.56,528466,4.01,5.91,635200,52.47,56.19,21570.4,10307000
2001-11-27,670.1,528466,3.98,5.91,635200,52.47,56.19,21570.4,10307000
